Frequency,Slack,Combinational Area,Buff/Inv Area,Noncombinational Area,Total MAC Engine Area,Total Fusion Unit Area
560000000,3.24,702.8208,18.9312,274.850395,977.6712,874.5936
561000000,1.44,702.8208,18.9312,274.850395,977.6712,874.5936
562000000,0.25,703.0992,18.9312,274.850395,977.9496,874.872
